chr	start	end	name	score	tissue
chr10	88332397	88333632	Peak_71369	480	uterus
chr10	88343797	88344506	Peak_106366	243	uterus
chr10	88343797	88344506	Peak_129690	166	uterus
chr10	88343797	88344506	Peak_129745	166	uterus
chr10	88346556	88347436	Peak_186756	81	uterus
chr10	88346556	88347436	Peak_32823	1000	uterus
chr10	88347575	88348496	Peak_146486	130	uterus
chr10	88347575	88348496	Peak_147942	129	uterus
chr10	88347575	88348496	Peak_210822	63	uterus
chr10	88385640	88386813	Peak_129239	168	uterus
chr10	88385640	88386813	Peak_133925	156	uterus
chr10	88385640	88386813	Peak_153961	118	uterus
chr10	88385640	88386813	Peak_246856	46	uterus
chr10	88386907	88387557	Peak_25242	1000	uterus
chr10	88388860	88389072	Peak_272379	39	uterus
chr10	88389520	88389763	Peak_56562	677	uterus
chr10	88402003	88402302	Peak_124410	180	uterus
chr10	88404667	88405178	Peak_144362	134	uterus
chr10	88404667	88405178	Peak_149719	125	uterus
chr10	88440586	88440898	Peak_240226	49	uterus
chr10	88442796	88443083	Peak_211904	62	uterus
chr10	88449567	88450621	Peak_107826	237	uterus
chr10	88449567	88450621	Peak_172588	94	uterus
chr10	88449567	88450621	Peak_211905	62	uterus
chr10	88449567	88450621	Peak_240227	49	uterus
chr10	88455604	88456258	Peak_140376	143	uterus
chr10	88455604	88456258	Peak_44227	937	uterus
chr10	88456775	88457175	Peak_64729	558	uterus
chr10	88457698	88457985	Peak_157662	113	uterus
chr10	88459584	88459983	Peak_115165	209	uterus
chr10	88466789	88467257	Peak_67550	522	uterus
chr10	88467422	88468162	Peak_182153	85	uterus
chr10	88467422	88468162	Peak_198120	72	uterus
chr10	88467422	88468162	Peak_221087	58	uterus
chr10	88467422	88468162	Peak_286358	34	uterus
chr10	88474431	88475769	Peak_29597	1000	uterus
chr10	88474431	88475769	Peak_44316	934	uterus
chr10	88474431	88475769	Peak_61999	593	uterus
chr10	88474431	88475769	Peak_76924	426	uterus
chr10	88497604	88497878	Peak_157618	113	uterus
chr10	88497968	88498252	Peak_162737	106	uterus
chr10	88499126	88499973	Peak_198882	71	uterus
chr10	88499126	88499973	Peak_64932	555	uterus
chr10	88500128	88500601	Peak_35784	1000	uterus
chr10	88507412	88508539	Peak_136410	150	uterus
chr10	88507412	88508539	Peak_230341	53	uterus
chr10	88507412	88508539	Peak_256473	43	uterus
chr10	88507412	88508539	Peak_48985	824	uterus
chr10	88508682	88508976	Peak_274317	38	uterus
chr10	88512532	88512800	Peak_286892	34	uterus
chr10	88522785	88523084	Peak_149720	125	uterus
chr10	88525833	88525991	Peak_205859	66	uterus
chr10	88534049	88534424	Peak_77272	422	uterus
chr10	88537939	88538530	Peak_41602	1000	uterus
chr10	88541249	88542039	Peak_110053	228	uterus
chr10	88541249	88542039	Peak_20295	1000	uterus
chr10	88542158	88542472	Peak_90487	324	uterus
chr10	88542563	88542763	Peak_102607	260	uterus
chr10	88553022	88553588	Peak_25022	1000	uterus
chr10	88557759	88558074	Peak_90497	324	uterus
chr10	87817627	87819096	Peak_114854	258	sciatic nerve
chr10	87817627	87819096	Peak_207451	87	sciatic nerve
chr10	87817627	87819096	Peak_49871	825	sciatic nerve
chr10	87817627	87819096	Peak_9251	1000	sciatic nerve
chr10	87837480	87837878	Peak_197499	95	sciatic nerve
chr10	87850767	87851147	Peak_35537	1000	sciatic nerve
chr10	87860274	87860442	Peak_163641	137	sciatic nerve
chr10	87861584	87863022	Peak_120062	237	sciatic nerve
chr10	87861584	87863022	Peak_3107	1000	sciatic nerve
chr10	87861584	87863022	Peak_38282	1000	sciatic nerve
chr10	87861584	87863022	Peak_46755	889	sciatic nerve
chr10	87863135	87863749	Peak_10835	1000	sciatic nerve
chr10	87873550	87873999	Peak_221136	76	sciatic nerve
chr10	87887635	87888265	Peak_154547	151	sciatic nerve
chr10	87887635	87888265	Peak_263775	53	sciatic nerve
chr10	87906858	87907129	Peak_182443	111	sciatic nerve
chr10	87916092	87916325	Peak_161525	139	sciatic nerve
chr10	87929143	87929381	Peak_192247	100	sciatic nerve
chr10	87935512	87936145	Peak_102540	308	sciatic nerve
chr10	87935512	87936145	Peak_195601	98	sciatic nerve
chr10	87945815	87946659	Peak_133212	199	sciatic nerve
chr10	87945815	87946659	Peak_200945	93	sciatic nerve
chr10	87948605	87948897	Peak_65677	586	sciatic nerve
chr10	87961217	87961699	Peak_151203	158	sciatic nerve
chr10	88004572	88004862	Peak_254518	57	sciatic nerve
chr10	88027483	88028277	Peak_22623	1000	sciatic nerve
chr10	88042570	88043231	Peak_61208	641	sciatic nerve
chr10	88045581	88046246	Peak_18540	1000	sciatic nerve
chr10	88045581	88046246	Peak_60046	657	sciatic nerve
chr10	88062368	88062733	Peak_86038	401	sciatic nerve
chr10	88062904	88063367	Peak_70143	537	sciatic nerve
chr10	88064576	88065060	Peak_108103	283	sciatic nerve
chr10	88065482	88065683	Peak_108049	283	sciatic nerve
chr10	88066957	88067295	Peak_102405	309	sciatic nerve
chr10	88071880	88072355	Peak_99447	323	sciatic nerve
chr10	88073702	88073983	Peak_150098	160	sciatic nerve
chr10	88081526	88081963	Peak_144949	170	sciatic nerve
chr10	88081526	88081963	Peak_182444	111	sciatic nerve
chr10	88091722	88091984	Peak_143851	173	sciatic nerve
chr10	88095224	88095632	Peak_72576	512	sciatic nerve
chr10	88095862	88096306	Peak_117282	248	sciatic nerve
chr10	88106396	88106748	Peak_91506	366	sciatic nerve
chr10	88108196	88108617	Peak_133645	197	sciatic nerve
chr10	88113170	88113860	Peak_21602	1000	sciatic nerve
chr10	88114392	88114768	Peak_99782	321	sciatic nerve
chr10	88131621	88132456	Peak_105630	295	sciatic nerve
chr10	88131621	88132456	Peak_65804	584	sciatic nerve
chr10	88147087	88147843	Peak_125972	219	sciatic nerve
chr10	88147087	88147843	Peak_52753	772	sciatic nerve
chr10	88152730	88153172	Peak_163628	137	sciatic nerve
chr10	88157803	88158192	Peak_54777	738	sciatic nerve
chr10	88158256	88158574	Peak_79642	449	sciatic nerve
chr10	88165580	88166503	Peak_79610	449	sciatic nerve
chr10	88187564	88187798	Peak_139295	183	sciatic nerve
chr10	88196396	88196613	Peak_215570	80	sciatic nerve
chr10	88200661	88200927	Peak_161526	139	sciatic nerve
chr10	88210222	88210667	Peak_147989	164	sciatic nerve
chr10	88226293	88226609	Peak_213380	82	sciatic nerve
chr10	88227181	88227941	Peak_249334	61	sciatic nerve
chr10	88227181	88227941	Peak_281460	46	sciatic nerve
chr10	88227181	88227941	Peak_36782	1000	sciatic nerve
chr10	88232183	88233656	Peak_271761	50	sciatic nerve
chr10	88232183	88233656	Peak_32809	1000	sciatic nerve
chr10	88232183	88233656	Peak_45872	909	sciatic nerve
chr10	88233915	88234627	Peak_156138	150	sciatic nerve
chr10	88233915	88234627	Peak_57296	696	sciatic nerve
chr10	88238600	88239370	Peak_91906	365	sciatic nerve
chr10	88243785	88244591	Peak_120867	236	sciatic nerve
chr10	88243785	88244591	Peak_79126	454	sciatic nerve
chr10	88245989	88246511	Peak_38908	1000	sciatic nerve
chr10	88254165	88254362	Peak_117551	247	sciatic nerve
chr10	88255917	88257446	Peak_188722	106	sciatic nerve
chr10	88255917	88257446	Peak_201962	91	sciatic nerve
chr10	88255917	88257446	Peak_24755	1000	sciatic nerve
chr10	88255917	88257446	Peak_253704	58	sciatic nerve
chr10	88266100	88266528	Peak_222331	75	sciatic nerve
chr10	88270884	88272304	Peak_176245	119	sciatic nerve
chr10	88270884	88272304	Peak_194261	100	sciatic nerve
chr10	88270884	88272304	Peak_42546	989	sciatic nerve
chr10	88270884	88272304	Peak_92615	359	sciatic nerve
chr10	88281882	88283115	Peak_102573	308	sciatic nerve
chr10	88281882	88283115	Peak_104234	300	sciatic nerve
chr10	88281882	88283115	Peak_292845	42	sciatic nerve
chr10	88312919	88313203	Peak_177774	116	sciatic nerve
chr10	88314478	88314688	Peak_169300	128	sciatic nerve
chr10	88343668	88344261	Peak_75062	490	sciatic nerve
chr10	88343668	88344261	Peak_94739	348	sciatic nerve
chr10	88344326	88344548	Peak_146449	168	sciatic nerve
chr10	88385587	88386452	Peak_133547	198	sciatic nerve
chr10	88385587	88386452	Peak_146119	169	sciatic nerve
chr10	88386864	88387543	Peak_18281	1000	sciatic nerve
chr10	88386864	88387543	Peak_282112	46	sciatic nerve
chr10	88402058	88402282	Peak_161527	139	sciatic nerve
chr10	88408194	88408410	Peak_154548	151	sciatic nerve
chr10	88428422	88428853	Peak_177775	116	sciatic nerve
chr10	88428422	88428853	Peak_209099	85	sciatic nerve
chr10	88437452	88437798	Peak_96686	337	sciatic nerve
chr10	88442767	88443109	Peak_116157	251	sciatic nerve
chr10	88455485	88456254	Peak_20602	1000	sciatic nerve
chr10	88455485	88456254	Peak_99136	325	sciatic nerve
chr10	88456842	88457173	Peak_164153	136	sciatic nerve
chr10	88459631	88459909	Peak_164651	135	sciatic nerve
chr10	88467305	88468447	Peak_114929	257	sciatic nerve
chr10	88467305	88468447	Peak_59173	668	sciatic nerve
chr10	88467305	88468447	Peak_80997	440	sciatic nerve
chr10	88474467	88474894	Peak_134034	196	sciatic nerve
chr10	88520835	88521001	Peak_209101	85	sciatic nerve
chr10	88525833	88526076	Peak_165348	134	sciatic nerve
chr10	88537937	88538516	Peak_32149	1000	sciatic nerve
chr10	88541249	88541928	Peak_20715	1000	sciatic nerve
chr10	88542576	88542837	Peak_166929	133	sciatic nerve
chr10	88546462	88546766	Peak_174938	122	sciatic nerve
chr10	88553110	88553658	Peak_20205	1000	sciatic nerve
chr10	88557741	88557961	Peak_190179	103	sciatic nerve
chr10	87817661	87818804	Peak_109867	334	psoas muscle
chr10	87817661	87818804	Peak_112529	316	psoas muscle
chr10	87817661	87818804	Peak_35505	1000	psoas muscle
chr10	87817661	87818804	Peak_8789	1000	psoas muscle
chr10	87850812	87851281	Peak_32864	1000	psoas muscle
chr10	87861532	87862809	Peak_36997	1000	psoas muscle
chr10	87861532	87862809	Peak_7683	1000	psoas muscle
chr10	87861532	87862809	Peak_81708	656	psoas muscle
chr10	87863167	87864146	Peak_166162	118	psoas muscle
chr10	87863167	87864146	Peak_202028	69	psoas muscle
chr10	87863167	87864146	Peak_22975	1000	psoas muscle
chr10	87863167	87864146	Peak_31620	1000	psoas muscle
chr10	87882938	87883218	Peak_93098	495	psoas muscle
chr10	87887737	87888233	Peak_192585	80	psoas muscle
chr10	87887737	87888233	Peak_228288	48	psoas muscle
chr10	87895483	87895903	Peak_91503	512	psoas muscle
chr10	87896327	87896516	Peak_173009	105	psoas muscle
chr10	87916570	87916915	Peak_71131	868	psoas muscle
chr10	87922045	87922292	Peak_197026	75	psoas muscle
chr10	87924772	87925208	Peak_214747	58	psoas muscle
chr10	87925668	87926043	Peak_210791	61	psoas muscle
chr10	87925668	87926043	Peak_265668	25	psoas muscle
chr10	87931916	87932786	Peak_169324	112	psoas muscle
chr10	87931916	87932786	Peak_205266	67	psoas muscle
chr10	87931916	87932786	Peak_205902	66	psoas muscle
chr10	87935802	87936128	Peak_188363	85	psoas muscle
chr10	87939169	87939649	Peak_184713	89	psoas muscle
chr10	87939169	87939649	Peak_244723	38	psoas muscle
chr10	87939169	87939649	Peak_245606	37	psoas muscle
chr10	87943043	87943367	Peak_197297	74	psoas muscle
chr10	87943043	87943367	Peak_218873	55	psoas muscle
chr10	87948480	87948906	Peak_261611	27	psoas muscle
chr10	87948480	87948906	Peak_83308	630	psoas muscle
chr10	87961329	87961762	Peak_54447	1000	psoas muscle
chr10	88012555	88013127	Peak_59972	1000	psoas muscle
chr10	88027545	88027808	Peak_154515	141	psoas muscle
chr10	88042199	88043239	Peak_184232	91	psoas muscle
chr10	88042199	88043239	Peak_33418	1000	psoas muscle
chr10	88064571	88065146	Peak_159333	131	psoas muscle
chr10	88064571	88065146	Peak_202292	69	psoas muscle
chr10	88076026	88076604	Peak_126320	237	psoas muscle
chr10	88076026	88076604	Peak_215967	57	psoas muscle
chr10	88091735	88092045	Peak_179376	96	psoas muscle
chr10	88097050	88097954	Peak_42811	1000	psoas muscle
chr10	88097050	88097954	Peak_86253	584	psoas muscle
chr10	88107778	88108700	Peak_22325	1000	psoas muscle
chr10	88107778	88108700	Peak_34722	1000	psoas muscle
chr10	88107778	88108700	Peak_66375	992	psoas muscle
chr10	88110388	88110662	Peak_64571	1000	psoas muscle
chr10	88113350	88113825	Peak_177522	100	psoas muscle
chr10	88113350	88113825	Peak_209638	63	psoas muscle
chr10	88114402	88114836	Peak_69347	911	psoas muscle
chr10	88118309	88118499	Peak_143211	173	psoas muscle
chr10	88127655	88127865	Peak_137456	193	psoas muscle
chr10	88129094	88129359	Peak_83831	622	psoas muscle
chr10	88131642	88132547	Peak_218990	55	psoas muscle
chr10	88131642	88132547	Peak_47722	1000	psoas muscle
chr10	88147073	88147332	Peak_107769	350	psoas muscle
chr10	88147483	88147805	Peak_106792	358	psoas muscle
chr10	88149943	88150254	Peak_141101	180	psoas muscle
chr10	88150476	88150657	Peak_123487	251	psoas muscle
chr10	88152676	88153234	Peak_28625	1000	psoas muscle
chr10	88157870	88158176	Peak_85148	600	psoas muscle
chr10	88178827	88179143	Peak_72629	833	psoas muscle
chr10	88186343	88186682	Peak_46527	1000	psoas muscle
chr10	88190186	88190434	Peak_106570	361	psoas muscle
chr10	88194037	88194650	Peak_105874	366	psoas muscle
chr10	88194037	88194650	Peak_133388	207	psoas muscle
chr10	88196378	88196618	Peak_142919	174	psoas muscle
chr10	88209240	88209582	Peak_37555	1000	psoas muscle
chr10	88209853	88210639	Peak_30047	1000	psoas muscle
chr10	88209853	88210639	Peak_47887	1000	psoas muscle
chr10	88209853	88210639	Peak_64003	1000	psoas muscle
chr10	88211288	88211547	Peak_95989	462	psoas muscle
chr10	88227288	88228121	Peak_25307	1000	psoas muscle
chr10	88227288	88228121	Peak_38400	1000	psoas muscle
chr10	88232097	88232987	Peak_50444	1000	psoas muscle
chr10	88232097	88232987	Peak_70537	881	psoas muscle
chr10	88243277	88243521	Peak_54466	1000	psoas muscle
chr10	88243730	88244506	Peak_26425	1000	psoas muscle
chr10	88243730	88244506	Peak_7999	1000	psoas muscle
chr10	88245989	88246506	Peak_32058	1000	psoas muscle
chr10	88245989	88246506	Peak_67399	963	psoas muscle
chr10	88253155	88253951	Peak_111301	325	psoas muscle
chr10	88253155	88253951	Peak_47712	1000	psoas muscle
chr10	88253155	88253951	Peak_63903	1000	psoas muscle
chr10	88254137	88254408	Peak_33340	1000	psoas muscle
chr10	88255889	88256713	Peak_191641	81	psoas muscle
chr10	88255889	88256713	Peak_20039	1000	psoas muscle
chr10	88270896	88271659	Peak_103025	392	psoas muscle
chr10	88270896	88271659	Peak_147712	159	psoas muscle
chr10	88270896	88271659	Peak_193277	78	psoas muscle
chr10	88271836	88272150	Peak_75994	761	psoas muscle
chr10	88288628	88289091	Peak_178665	97	psoas muscle
chr10	88289342	88289956	Peak_143072	174	psoas muscle
chr10	88289342	88289956	Peak_29726	1000	psoas muscle
chr10	88297089	88297511	Peak_69505	909	psoas muscle
chr10	88301265	88301567	Peak_109921	334	psoas muscle
chr10	88318868	88319143	Peak_123577	250	psoas muscle
chr10	88343881	88344219	Peak_190054	82	psoas muscle
chr10	88379643	88379989	Peak_144070	170	psoas muscle
chr10	88385521	88386764	Peak_168871	113	psoas muscle
chr10	88385521	88386764	Peak_172720	106	psoas muscle
chr10	88385521	88386764	Peak_177235	100	psoas muscle
chr10	88385521	88386764	Peak_255752	31	psoas muscle
chr10	88385521	88386764	Peak_40443	1000	psoas muscle
chr10	88387136	88387460	Peak_55598	1000	psoas muscle
chr10	88389533	88389761	Peak_140180	181	psoas muscle
chr10	88401629	88402280	Peak_105306	370	psoas muscle
chr10	88401629	88402280	Peak_167206	115	psoas muscle
chr10	88411781	88412009	Peak_92168	505	psoas muscle
chr10	88415541	88416137	Peak_14898	1000	psoas muscle
chr10	88415541	88416137	Peak_61031	1000	psoas muscle
chr10	88417565	88417740	Peak_132818	211	psoas muscle
chr10	88428388	88428963	Peak_72777	830	psoas muscle
chr10	88428388	88428963	Peak_91286	516	psoas muscle
chr10	88433755	88434077	Peak_132192	212	psoas muscle
chr10	88440564	88440922	Peak_106152	363	psoas muscle
chr10	88457545	88458431	Peak_115001	300	psoas muscle
chr10	88457545	88458431	Peak_19920	1000	psoas muscle
chr10	88459602	88459916	Peak_66783	980	psoas muscle
chr10	88465408	88465656	Peak_143232	173	psoas muscle
chr10	88465753	88466207	Peak_29141	1000	psoas muscle
chr10	88474446	88475427	Peak_36537	1000	psoas muscle
chr10	88474446	88475427	Peak_55654	1000	psoas muscle
chr10	88477344	88478036	Peak_47912	1000	psoas muscle
chr10	88477344	88478036	Peak_8471	1000	psoas muscle
chr10	88478237	88478659	Peak_38243	1000	psoas muscle
chr10	88525806	88526084	Peak_101917	401	psoas muscle
chr10	88534059	88534573	Peak_94271	480	psoas muscle
chr10	88538004	88538401	Peak_147940	158	psoas muscle
chr10	88541453	88541633	Peak_152260	147	psoas muscle
chr10	88553072	88553634	Peak_235326	43	psoas muscle
chr10	88553072	88553634	Peak_30715	1000	psoas muscle
chr10	87817481	87819140	Peak_3445	1000	kidney
chr10	87817481	87819140	Peak_34698	992	kidney
chr10	87817481	87819140	Peak_41417	826	kidney
chr10	87817481	87819140	Peak_91073	321	kidney
chr10	87842338	87842579	Peak_184670	108	kidney
chr10	87850782	87851142	Peak_61319	533	kidney
chr10	87861578	87863754	Peak_14051	1000	kidney
chr10	87861578	87863754	Peak_209573	88	kidney
chr10	87861578	87863754	Peak_2882	1000	kidney
chr10	87861578	87863754	Peak_32907	1000	kidney
chr10	87861578	87863754	Peak_45310	749	kidney
chr10	87861578	87863754	Peak_64994	497	kidney
chr10	87861578	87863754	Peak_9620	1000	kidney
chr10	87893297	87893651	Peak_224932	77	kidney
chr10	87916109	87916325	Peak_105929	261	kidney
chr10	87946181	87946665	Peak_266188	60	kidney
chr10	87948484	87948892	Peak_81739	371	kidney
chr10	87965604	87966721	Peak_227858	77	kidney
chr10	87972234	87972940	Peak_245720	68	kidney
chr10	87972234	87972940	Peak_273903	58	kidney
chr10	88027488	88029042	Peak_51728	646	kidney
chr10	88027488	88029042	Peak_95596	301	kidney
chr10	88039796	88040120	Peak_149576	154	kidney
chr10	88041613	88041870	Peak_129188	194	kidney
chr10	88042132	88043046	Peak_108454	252	kidney
chr10	88042132	88043046	Peak_130564	190	kidney
chr10	88042132	88043046	Peak_66013	487	kidney
chr10	88045607	88046206	Peak_175249	118	kidney
chr10	88045607	88046206	Peak_80038	382	kidney
chr10	88062462	88062716	Peak_153225	147	kidney
chr10	88064576	88065242	Peak_116106	228	kidney
chr10	88064576	88065242	Peak_93625	310	kidney
chr10	88066907	88067315	Peak_89850	327	kidney
chr10	88071948	88072223	Peak_207940	89	kidney
chr10	88076123	88076484	Peak_217460	82	kidney
chr10	88080189	88080564	Peak_55247	600	kidney
chr10	88082841	88083221	Peak_98272	289	kidney
chr10	88089573	88089862	Peak_88871	333	kidney
chr10	88091491	88092071	Peak_35669	965	kidney
chr10	88106412	88106897	Peak_137270	177	kidney
chr10	88108064	88108661	Peak_100235	281	kidney
chr10	88110409	88110690	Peak_140018	171	kidney
chr10	88113300	88113608	Peak_128031	196	kidney
chr10	88114392	88114799	Peak_61691	529	kidney
chr10	88120641	88120867	Peak_256394	63	kidney
chr10	88131575	88132220	Peak_75391	412	kidney
chr10	88131575	88132220	Peak_79086	388	kidney
chr10	88147083	88147860	Peak_121062	213	kidney
chr10	88147083	88147860	Peak_23484	1000	kidney
chr10	88152732	88153116	Peak_61249	533	kidney
chr10	88157870	88158491	Peak_138214	174	kidney
chr10	88157870	88158491	Peak_68998	462	kidney
chr10	88185933	88186267	Peak_211561	86	kidney
chr10	88186381	88186616	Peak_182151	111	kidney
chr10	88194039	88194643	Peak_160012	137	kidney
chr10	88194039	88194643	Peak_69321	459	kidney
chr10	88206100	88206275	Peak_175577	117	kidney
chr10	88209909	88210732	Peak_159872	137	kidney
chr10	88209909	88210732	Peak_63004	516	kidney
chr10	88226101	88226609	Peak_115590	230	kidney
chr10	88227415	88227686	Peak_65750	490	kidney
chr10	88232450	88232789	Peak_142150	167	kidney
chr10	88243192	88243590	Peak_54000	615	kidney
chr10	88243735	88244553	Peak_43933	775	kidney
chr10	88243735	88244553	Peak_69899	455	kidney
chr10	88246002	88246511	Peak_151909	150	kidney
chr10	88246002	88246511	Peak_223318	79	kidney
chr10	88253558	88253885	Peak_163374	132	kidney
chr10	88254137	88254402	Peak_69179	461	kidney
chr10	88255927	88257167	Peak_127972	196	kidney
chr10	88255927	88257167	Peak_216512	83	kidney
chr10	88255927	88257167	Peak_38584	889	kidney
chr10	88270886	88272231	Peak_122170	211	kidney
chr10	88270886	88272231	Peak_59922	547	kidney
chr10	88270886	88272231	Peak_60302	543	kidney
chr10	88270886	88272231	Peak_98609	288	kidney
chr10	88281930	88282272	Peak_39646	865	kidney
chr10	88282428	88283134	Peak_155792	144	kidney
chr10	88282428	88283134	Peak_80724	377	kidney
chr10	88312932	88313156	Peak_184671	108	kidney
chr10	88343724	88344601	Peak_66111	486	kidney
chr10	88346482	88347021	Peak_118557	220	kidney
chr10	88346482	88347021	Peak_153332	147	kidney
chr10	88385498	88386993	Peak_21276	1000	kidney
chr10	88385498	88386993	Peak_38165	900	kidney
chr10	88385498	88386993	Peak_50566	663	kidney
chr10	88385498	88386993	Peak_86558	344	kidney
chr10	88387136	88387621	Peak_16673	1000	kidney
chr10	88392179	88392550	Peak_139775	172	kidney
chr10	88401905	88402280	Peak_144323	162	kidney
chr10	88417474	88417797	Peak_109102	249	kidney
chr10	88428398	88428848	Peak_91335	320	kidney
chr10	88442636	88443078	Peak_76587	404	kidney
chr10	88455929	88456234	Peak_240214	70	kidney
chr10	88474399	88474945	Peak_180144	112	kidney
chr10	88475194	88475474	Peak_180145	112	kidney
chr10	88500158	88500457	Peak_150434	152	kidney
chr10	88512658	88512884	Peak_147340	157	kidney
chr10	88521912	88522106	Peak_267649	59	kidney
chr10	88522780	88523098	Peak_61816	528	kidney
chr10	88523807	88524069	Peak_165669	130	kidney
chr10	88525850	88526078	Peak_140044	171	kidney
chr10	88537994	88538519	Peak_71428	442	kidney
chr10	88541239	88541940	Peak_245326	68	kidney
chr10	88541239	88541940	Peak_26557	1000	kidney
chr10	88542173	88542852	Peak_145158	162	kidney
chr10	88542173	88542852	Peak_71835	439	kidney
chr10	88553166	88553631	Peak_21415	1000	kidney
chr10	87817582	87818884	Peak_12442	615	sigmoid colon
chr10	87817582	87818884	Peak_23237	349	sigmoid colon
chr10	87817582	87818884	Peak_50364	156	sigmoid colon
chr10	87817582	87818884	Peak_67692	111	sigmoid colon
chr10	87850813	87851089	Peak_47500	166	sigmoid colon
chr10	87861662	87862855	Peak_161048	45	sigmoid colon
chr10	87861662	87862855	Peak_46850	169	sigmoid colon
chr10	87861662	87862855	Peak_65402	115	sigmoid colon
chr10	87861662	87862855	Peak_8685	808	sigmoid colon
chr10	87862960	87864412	Peak_13038	590	sigmoid colon
chr10	87862960	87864412	Peak_131683	53	sigmoid colon
chr10	87862960	87864412	Peak_43719	182	sigmoid colon
chr10	87862960	87864412	Peak_64818	117	sigmoid colon
chr10	87862960	87864412	Peak_93836	76	sigmoid colon
chr10	88064576	88065060	Peak_127424	56	sigmoid colon
chr10	88064576	88065060	Peak_141794	50	sigmoid colon
chr10	88095180	88095705	Peak_108420	65	sigmoid colon
chr10	88095180	88095705	Peak_189501	37	sigmoid colon
chr10	88131686	88132352	Peak_109366	64	sigmoid colon
chr10	88131686	88132352	Peak_271195	21	sigmoid colon
chr10	88147444	88147798	Peak_170356	41	sigmoid colon
chr10	88147444	88147798	Peak_170357	41	sigmoid colon
chr10	88157915	88158498	Peak_32625	248	sigmoid colon
chr10	88157915	88158498	Peak_53334	146	sigmoid colon
chr10	88238245	88238962	Peak_115986	61	sigmoid colon
chr10	88238245	88238962	Peak_185413	39	sigmoid colon
chr10	88243783	88244604	Peak_100966	70	sigmoid colon
chr10	88243783	88244604	Peak_134420	51	sigmoid colon
chr10	88243783	88244604	Peak_145096	49	sigmoid colon
chr10	88245990	88246414	Peak_50340	157	sigmoid colon
chr10	88254165	88254388	Peak_89457	80	sigmoid colon
chr10	88256236	88256723	Peak_145297	49	sigmoid colon
chr10	88256236	88256723	Peak_210292	34	sigmoid colon
chr10	88271773	88272123	Peak_219390	32	sigmoid colon
chr10	88271773	88272123	Peak_219391	32	sigmoid colon
chr10	88281951	88282253	Peak_100861	70	sigmoid colon
chr10	88343806	88344077	Peak_89458	80	sigmoid colon
chr10	88387180	88387473	Peak_46233	171	sigmoid colon
chr10	88537955	88538388	Peak_128993	55	sigmoid colon
chr10	88537955	88538388	Peak_144242	49	sigmoid colon
chr10	88553247	88553480	Peak_30217	268	sigmoid colon
chr10	87817681	87818810	Peak_109194	168	gastrocnemius medialis
chr10	87817681	87818810	Peak_113099	156	gastrocnemius medialis
chr10	87817681	87818810	Peak_12051	1000	gastrocnemius medialis
chr10	87817681	87818810	Peak_27921	1000	gastrocnemius medialis
chr10	87817681	87818810	Peak_63540	430	gastrocnemius medialis
chr10	87850777	87851285	Peak_16945	1000	gastrocnemius medialis
chr10	87850777	87851285	Peak_178095	60	gastrocnemius medialis
chr10	87861604	87864422	Peak_101366	195	gastrocnemius medialis
chr10	87861604	87864422	Peak_110031	165	gastrocnemius medialis
chr10	87861604	87864422	Peak_135661	109	gastrocnemius medialis
chr10	87861604	87864422	Peak_14329	1000	gastrocnemius medialis
chr10	87861604	87864422	Peak_22047	1000	gastrocnemius medialis
chr10	87861604	87864422	Peak_30910	1000	gastrocnemius medialis
chr10	87861604	87864422	Peak_39065	830	gastrocnemius medialis
chr10	87861604	87864422	Peak_71436	361	gastrocnemius medialis
chr10	87861604	87864422	Peak_72342	352	gastrocnemius medialis
chr10	87861604	87864422	Peak_85411	267	gastrocnemius medialis
chr10	87882975	87883259	Peak_93578	225	gastrocnemius medialis
chr10	87916596	87916855	Peak_148705	88	gastrocnemius medialis
chr10	87961375	87961747	Peak_44539	706	gastrocnemius medialis
chr10	88012755	88013223	Peak_60927	458	gastrocnemius medialis
chr10	88026026	88026339	Peak_181125	56	gastrocnemius medialis
chr10	88042461	88043280	Peak_12444	1000	gastrocnemius medialis
chr10	88062461	88062699	Peak_141142	100	gastrocnemius medialis
chr10	88063940	88064199	Peak_142643	97	gastrocnemius medialis
chr10	88064576	88065077	Peak_122443	134	gastrocnemius medialis
chr10	88064576	88065077	Peak_178085	60	gastrocnemius medialis
chr10	88075993	88076615	Peak_180090	57	gastrocnemius medialis
chr10	88075993	88076615	Peak_63186	434	gastrocnemius medialis
chr10	88091650	88091971	Peak_158541	77	gastrocnemius medialis
chr10	88097131	88097337	Peak_196834	46	gastrocnemius medialis
chr10	88097427	88097954	Peak_20799	1000	gastrocnemius medialis
chr10	88107784	88108699	Peak_112682	158	gastrocnemius medialis
chr10	88107784	88108699	Peak_42292	753	gastrocnemius medialis
chr10	88107784	88108699	Peak_44031	716	gastrocnemius medialis
chr10	88110373	88110636	Peak_55999	517	gastrocnemius medialis
chr10	88110858	88111065	Peak_184068	56	gastrocnemius medialis
chr10	88113637	88113825	Peak_151548	86	gastrocnemius medialis
chr10	88114418	88114630	Peak_109498	167	gastrocnemius medialis
chr10	88129113	88129401	Peak_72965	348	gastrocnemius medialis
chr10	88131549	88132507	Peak_151362	86	gastrocnemius medialis
chr10	88131549	88132507	Peak_16112	1000	gastrocnemius medialis
chr10	88147087	88147808	Peak_75015	332	gastrocnemius medialis
chr10	88147087	88147808	Peak_79426	301	gastrocnemius medialis
chr10	88152775	88153173	Peak_80613	295	gastrocnemius medialis
